,text,Type
183,"Despite this movie basically being one giant pun it had a very good message, but similar to Wall-E and Happy Feet the message will be ignored due to the fact that humans are just too heartless to care. I'm also confident that this could have been done way better. The writing wasn't terrible but overall felt like they didn't look over it enough times because the movie felt like the equivalent of a lecture telling you about something you either already know or something so obvious you should already know it, but presented in a way to try making it more enjoyable. Visually there wasn't much to say. The colours used felt pretty standard but did work perfectly with what they were going for. Hones",neutral
184,"Find Nemo: 6/10: Like a child movie Find Nemo is awesome. If in some way your munchkins don't already have a copy, have toys or God forbidden seen the ice show (there's something on the fish on the ice that's a little scary. Funny but scary.) Feel free to buy a copy. You'll get your money worth, as the little animators will undoubtedly see without end. But like an adult without a little spirit of me to feed the movie let me want. For something I saw before... about a hundred times before. Parent loses child, child loses dog, dog loses family, family loses toy, and so on.",neutral
185,This is an alright animated film by Disney for all viewers to watch and enjoy. I found the storyline to be a bit straightforward but good to watch. I did not fully enjoy this animated film by Disney. The cast selection was great. They really connected to their respective characters.This Disney animated film reveals to viewers the importance of locations. It is real important to experience everything that the world has to offer in life. The people who are in my life try to hold me back from experiencing unknown places of the world. Locations of the world also carry knowledge for everyone. This is an alright animated film by Disney for everyone to watch and enjoy.,neutral
186,Its basically the fish version of the Wizard of Oz. The fish gets taken and then must find its way back home.1 tiny fish in 1 gigantic ocean.The only difference is the red shoes can't fit him? Her?,neutral
187,"A small hero (usually male) lives in a world in which everything is perfect in his systematic work and setting; a resemblance of a world in which everything within the limits of the house is ""good"" and works to an effective degree while most things outside of him are strange, unknown and to be left alone. Monster's Inc. had his factory powered by ""creams""; Find Nemo had his patch at the bottom of the sea that Nemo's father lived with Nemo following a previous tragedy involving family death and now Bee Movie has his hive in which pollen is introduced and honey is produced by an ar",neutral
188,This is essentially the fish version of the Wizard of Oz. The fish is taken and then must find its way back home.1 small fish in 1 gigantic ocean.The only difference is that the red shoes cannot match it?,neutral
189,"It's Jerry Seinfeld to scream out loud, it's only gold! You've seen the ads, the trailers and the ads: ""Bee Movie is a hit."" Come on, what were you waiting for? I hope nothing less than, ""yeah it was pretty funny."" That's how all these animated movies are. How can you judge one over the other? There's been so much so much so, it's like they're all the same.Bee Movie is a pretty little movie about the lives of the bees that's found on a company selling their honey.",neutral
190,"Shaun Munro's Reviews (ShaunMunro.co.uk):The idea of anthropomorphism is certainly nothing new in animated cinema, but in Bee Movie, written by comedy giant Jerry Seinfeld, one is driven to ask آ– is this one step too far? Bee Movie is essentially an allegory of human existence. Our protagonist, Barry Benson (Jerry Seinfeld), a bee, has recently graduated and become disenfranchised with the idea of making honey for the rest of his life. Through a series of events, Benson comes to learn that humans eat honey, and as such, endeavours to sue the human race. How such subject matter meanders into a children's film is a curiosity, and I find myself thinking that adults may better identify with the",neutral
191,"If you start looking at it on a critical level you'll start to hate it. Is it riddled with major plot holes, yes but is it light hearted and fun for the family, also yes.",neutral
192,"Let's see, we have A Bug's Life, then Antz, then the animated insect movies gave way to a host of animal talkies, including dancing penguins, cows with confused genetic makeup, and zoo animals thinking they're better in nature, lead rats, among a range of successes and misses, recycling the same old tactics and the game plan to catch the audience of the movie.Wise-craking animals, check. Pop culture references, check. GC animation that looks like the real world, check. Celebrities voice, see, we have Jerry Seinfeld, Renee Zellweger, Matthew Broderick, John Goodman, Chris Rock, Larry King, Ray Liotta, Sting, Barry Levinson, Kathy Bates, and even Oprah Winfrey.",neutral
193,"With such great actors in the casting, you might have thought that Bee Movie would be so different from other animated films. Instead, the same old story - one bee of the bee has the revelation of their well planned but still boring life, so he tries to have another. He goes into the city, talks to a young woman, and finally he even pursues humanity for stealing their honey. If Antz or A Bug's Life are on animal societies without changing most of the way small insects really live, Bee Movie presents bees driving cars, bees able to talk to humans.",neutral
194,"""Bee Movie"" is a witty animated film that explores the world of bees. The film follows the journey of a solitary bee named Barry, who sues humans after they steal honey from his colony. With a brilliant voice cast and a strong storyline, the movie is a delight to watch.First, the movie opens with a comedic take on the daily life of bees, where Barry stands out as an oddball who is fascinated by the world outside his colony. Secondly, Barry goes on an adventurous journey as he joins forces with a florist named Vanessa to sue humans for stealing honey. The film's animation is top-notch, and the characters are endearing, making the audience root for them throughout the movie.After, Barry and Va",neutral
195,"""Bee Movie"" is a spirited animated film that explores the world of bees. The film follows the journey of a solitary bee named Barry, who chases humans after stealing honey from his colony. With a brilliant voice and a strong story, the film is a pleasure to watch.First, the film opens with a comical catch on the daily life of bees, where Barry stands out as a strange ball that is fascinated by the world outside his colony.On the other hand, Barry makes an adventurous journey as he joins a florist named Vanessa to chase humans for stealing honey.",neutral
196,"In 1998, we had two films involving the life of insects with Antz (the Woody Allen cartoon) that depict the life of nothing but ants while Disney's A Bug's Life showed all insects living in a world.Now in Bee Movie, the audience can see the more fun side of bees with a strange line of history of how bees get their honey. Barry B. Benson (Jerry Seinfeld) lives in a hive where his paradise from a house to a honey pool to hang out with his boyfriend Adam (Matthew Broderick) in a colony where they work together",neutral
197,"Bee Movie - A Histأ³ria de uma Abelha (Brazil) / A Histأ³ria de uma Abelha (Portugal) is an American animated film released in 2007 and directed by Steve Hickner and Simon J. Scomum.The film tells the story of Barry B. Benson, a college graduate bee who was deluded into the prospect of having only one career choice: making honey. One day, Barry manages to leave the hive where bees lived in Central Park and his life is saved by a woman, Vanessa, a good-hearted florist from New York City. As their relationship flourishes, Barry becomes aware of the human world and soon finds that people consume the honey that bees struggle to make. Armed with this information, Barry realizes his true calling a",neutral
